           time    cpu  task name                       wait time  sch delay   run time
                        [tid/pid]                          (msec)     (msec)     (msec)
   12684.665693 [0007]  <idle>                              0.043      0.000      0.483 
   12684.665694 [0001]  Chrome_ChildIOT[17616/17603]        0.386      0.006      0.024 
   12684.665695 [0004]  Compositor[17623/17603]             0.366      0.007      0.025 
   12684.665696 [0000]  <idle>                              0.012      0.000      0.304 
   12684.665702 [0000]  code[17565/17527]                   0.304      0.005      0.006 
   12684.665712 [0000]  <idle>                              0.006      0.000      0.010 
   12684.665718 [0007]  Chrome_ChildIOT[17607/17566]        0.483      0.006      0.024 
   12684.665751 [0000]  VizCompositorTh[17609/17566]        0.451      0.004      0.038 
   12684.665762 [0003]  code[17527]                         0.000      0.013      1.148 
   12684.666146 [0001]  <idle>                              0.024      0.000      0.451 
   12684.666174 [0006]  <idle>                              0.035      0.000      0.794 
   12684.666174 [0001]  Chrome_ChildIOT[17616/17603]        0.451      0.005      0.028 
   12684.666191 [0002]  code[17603]                         0.116      0.008      1.582 
   12684.666248 [0003]  <idle>                              1.148      0.000      0.485 
   12684.666253 [0006]  Chrome_IOThread[17540/17527]        1.553      0.007      0.079 
   12684.666744 [0004]  <idle>                              0.025      0.000      1.049 
   12684.666800 [0004]  code[17570/17527]                   0.000      0.009      0.055 
   12684.666802 [0000]  <idle>                              0.038      0.000      1.051 
   12684.666815 [0000]  code[17565/17527]                   1.100      0.006      0.013 
   12684.667027 [0001]  <idle>                              0.028      0.000      0.852 
   12684.667046 [0000]  <idle>                              0.013      0.000      0.230 
   12684.667052 [0000]  code[17565/17527]                   0.230      0.004      0.006 
   12684.667054 [0001]  Chrome_ChildIOT[17616/17603]        0.852      0.006      0.027 
   12684.667063 [0002]  <idle>                              1.582      0.000      0.872 
   12684.667092 [0003]  code[17527]                         0.485      0.014      0.844 
   12684.667841 [0004]  <idle>                              0.055      0.000      1.041 
   12684.667889 [0004]  Compositor[17623/17603]             2.146      0.006      0.047 
   12684.668707 [0007]  <idle>                              0.024      0.000      2.989 
   12684.668716 [0007]  rcu_preempt[15]                     7.990      0.012      0.009 
   12684.669014 [0001]  <idle>                              0.027      0.000      1.959 
   12684.669042 [0001]  Chrome_ChildIOT[17616/17603]        1.959      0.006      0.027 
   12684.669042 [0006]  <idle>                              0.079      0.000      2.788 
   12684.669097 [0001]  <idle>                              0.027      0.000      0.055 
   12684.669099 [0006]  Chrome_IOThread[17540/17527]        2.788      0.007      0.056 
   12684.669103 [0003]  <idle>                              0.844      0.000      2.010 
   12684.669113 [0001]  Chrome_ChildIOT[17616/17603]        0.055      0.005      0.015 
   12684.669114 [0006]  <idle>                              0.056      0.000      0.015 
   12684.669168 [0006]  Chrome_IOThread[17540/17527]        0.015      0.006      0.053 
   12684.669599 [0004]  <idle>                              0.047      0.000      1.710 
   12684.669619 [0004]  Compositor[17623/17603]             1.710      0.009      0.019 
   12684.669782 [0004]  <idle>                              0.019      0.000      0.163 
   12684.669804 [0004]  code[17569/17527]                   0.000      0.007      0.022 
   12684.669806 [0000]  <idle>                              0.006      0.000      2.754 
   12684.669814 [0000]  code[17565/17527]                   2.754      0.006      0.008 
   12684.670068 [0002]  code[17603]                         0.872      0.016      3.004 
   12684.670272 [0000]  <idle>                              0.008      0.000      0.457 
   12684.670285 [0000]  code[17567/17527]                   0.000      0.006      0.013 
   12684.670515 [0001]  <idle>                              0.015      0.000      1.401 
   12684.670545 [0001]  Chrome_ChildIOT[17616/17603]        1.401      0.006      0.029 
   12684.670553 [0002]  <idle>                              3.004      0.000      0.485 
   12684.670676 [0001]  <idle>                              0.029      0.000      0.131 
   12684.670696 [0001]  Chrome_ChildIOT[17616/17603]        0.131      0.004      0.019 
   12684.670702 [0000]  <idle>                              0.013      0.000      0.417 
   12684.670708 [0000]  code[17565/17527]                   0.887      0.005      0.005 
   12684.670760 [0003]  code[17527]                         2.010      0.021      1.656 
   12684.670998 [0001]  <idle>                              0.019      0.000      0.302 
   12684.671023 [0006]  <idle>                              0.053      0.000      1.854 
   12684.671030 [0001]  Chrome_ChildIOT[17616/17603]        0.302      0.004      0.031 
   12684.671069 [0006]  Chrome_IOThread[17540/17527]        1.854      0.008      0.046 
   12684.671071 [0003]  <idle>                              1.656      0.000      0.311 
   12684.671391 [0001]  <idle>                              0.031      0.000      0.360 
   12684.671407 [0001]  Chrome_ChildIOT[17616/17603]        0.360      0.006      0.016 
   12684.671408 [0006]  <idle>                              0.046      0.000      0.338 
   12684.671446 [0002]  code[17603]                         0.485      0.014      0.892 
   12684.671463 [0006]  Chrome_IOThread[17540/17527]        0.338      0.006      0.055 
   12684.671596 [0006]  <idle>                              0.055      0.000      0.133 
   12684.671688 [0000]  <idle>                              0.005      0.000      0.980 
   12684.671689 [0006]  code[17568/17527]                   6.216      0.008      0.092 
   12684.671696 [0000]  code[17565/17527]                   0.980      0.007      0.008 
   12684.671971 [0004]  <idle>                              0.022      0.000      2.166 
   12684.672003 [0004]  code[17570/17527]                   5.170      0.008      0.032 
   12684.672248 [0001]  <idle>                              0.016      0.000      0.841 
   12684.672270 [0001]  Chrome_ChildIOT[17616/17603]        0.841      0.005      0.021 
   12684.672281 [0002]  <idle>                              0.892      0.000      0.835 
   12684.672451 [0001]  <idle>                              0.021      0.000      0.180 
   12684.672462 [0001]  Chrome_ChildIOT[17616/17603]        0.180      0.005      0.011 
   12684.672476 [0000]  <idle>                              0.008      0.000      0.779 
   12684.672482 [0000]  code[17565/17527]                   0.779      0.005      0.005 
   12684.672533 [0003]  code[17527]                         0.311      0.018      1.461 
   12684.672799 [0004]  <idle>                              0.032      0.000      0.795 
   12684.673093 [0000]  <idle>                              0.005      0.000      0.611 
   12684.673103 [0006]  <idle>                              0.092      0.000      1.414 
   12684.673111 [0000]  kworker/u32:13-[17311]             13.995      0.004      0.017 
   12684.673174 [0003]  <idle>                              1.461      0.000      0.641 
   12684.673187 [0006]  Xorg[1087]                         12.045      0.011      0.083 
   12684.673336 [0006]  <idle>                              0.083      0.000      0.149 
   12684.673365 [0003]  budgie-wm[1560]                    12.114      0.021      0.191 
   12684.673369 [0000]  <idle>                              0.017      0.000      0.257 
   12684.673373 [0006]  Xorg[1087]                          0.149      0.008      0.037 
   12684.673429 [0000]  tilix[2046]                        13.291      0.008      0.059 
   12684.674423 [0003]  <idle>                              0.191      0.000      1.058 
   12684.674483 [0006]  <idle>                              0.037      0.000      1.109 
   12684.674490 [0003]  budgie-wm[1560]                     1.058      0.014      0.067 
